Sample	MorpV	Sanger	Phylum	Class	Subclass	Order	Suborder	Infraorder	Superfamily	Family	Subfamily	Genus	Species	Feeding.Group	cp.value	SSU.nema.data	SSU.nema.qual	Sample.Type	Experiment	Sample.Control	Sample.Site	Habitat	QubitConc	Latitude	Longitude	Elevation	pH	N	P	K	OM	OC	Sand	Silt	Clay	BD	Soil.Type	Description
Nem.30	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	2.8	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	Nem.30.SingleWorm.SK.16
Nem.4	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Monhysterida	Monhysterina	Monhysterina infraorder	Monhysteroidea	Monhysteridae	Monhysterinae	Geomonhystera	Geomonhystera sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	0.694	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	Nem.4.SingleWorm.SK.16
Nem.5	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	1.776	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	Nem.5.SingleWorm.SK.16
Nem.6	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	0.116	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	Nem.6.SingleWorm.SK.16
Nem.7	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Meloidogynidae	Meloidogyninae	Meloidogyne	Meloidogyne sp.	Herbivores	P-p3	included	Medium	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	0.166	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	Nem.7.SingleWorm.SK.16
Nem.8	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	0.0001	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	Nem.8.SingleWorm.SK.16
Nem.9	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Mesorhabditis	Mesorhabditis sp.	Bacterivores 	1	included	Medium	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	3.38	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	Nem.9.SingleWorm.SK.16
Nem.509	Yes	Yes	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Tylencholaimoidea	Tylencholaimidae	Tylencholaiminae	Tylencholaimus	Tylencholaimus sp.	Fungivores	4	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.0001	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.509.SingleWorm.SK.17
Nem.510	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.0001	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.510.SingleWorm.SK.17
Nem.511	Yes	No	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.0001	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.511.SingleWorm.SK.17
Nem.512	Yes	No	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.0001	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.512.SingleWorm.SK.17
Nem.513	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.0001	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.513.SingleWorm.SK.17
Nem.514	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Mesorhabditis	Mesorhabditis sp.	Bacterivores 	1	included	Medium	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	2.06	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.514.SingleWorm.SK.17
Nem.515	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Mesorhabditis	Mesorhabditis sp.	Bacterivores 	1	included	Medium	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	2.78	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.515.SingleWorm.SK.17
Nem.516	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	2.56	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.516.SingleWorm.SK.17
Nem.517	Yes	No	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.142	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.517.SingleWorm.SK.17
Nem.518	Yes	No	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.0001	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.518.SingleWorm.SK.17
Nem.519	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Mesorhabditis	Mesorhabditis sp.	Bacterivores 	1	included	Medium	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	1.59	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.519.SingleWorm.SK.17
Nem.520	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.322	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.520.SingleWorm.SK.17
Nem.521	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.144	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.521.SingleWorm.SK.17
Nem.522	Yes	Yes	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.144	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.522.SingleWorm.SK.17
Nem.523	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.138	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.523.SingleWorm.SK.17
Nem.524	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Mesorhabditis	Mesorhabditis sp.	Bacterivores 	1	included	Medium	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	2.2	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.524.SingleWorm.SK.17
Nem.525	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Dolichodoridae	Merliniinae	Amplimerlinius	Amplimerlinius sp.	Herbivores	P-p3	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	3.38	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.525.SingleWorm.SK.17
Nem.526	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.106	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.526.SingleWorm.SK.17
Nem.527	Yes	No	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.114	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.527.SingleWorm.SK.17
Nem.528	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.494	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.528.SingleWorm.SK.17
Nem.529	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.112	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.529.SingleWorm.SK.17
Nem.530	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.136	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.530.SingleWorm.SK.17
Nem.531	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.104	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.531.SingleWorm.SK.17
Nem.532	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Cervidellus	Cervidellus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.124	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.532.SingleWorm.SK.17
Nem.533	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.192	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.533.SingleWorm.SK.17
Nem.534	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.126	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.534.SingleWorm.SK.17
Nem.535	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Mesorhabditis	Mesorhabditis sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	2.82	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.535.SingleWorm.SK.17
Nem.536	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.0001	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.536.SingleWorm.SK.17
Nem.537	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.11	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.537.SingleWorm.SK.17
Nem.538	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Boleodorinae	Neopsilenchus	Neopsilenchus sp.	Herbivores	P-p2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.112	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	Nem.538.SingleWorm.SK.17
Nem.317	Yes	Yes	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Nygolaimina	Nygolaimina infraorder	Nygolaimoidea	Nygolaimidae	Nygolaiminae	Nygolaimus	Nygolaimus sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.242	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.317.SingleWorm.SK.18
Nem.318	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.146	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.318.SingleWorm.SK.18
Nem.319	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.122	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.319.SingleWorm.SK.18
Nem.320	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.158	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.320.SingleWorm.SK.18
Nem.321	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.114	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.321.SingleWorm.SK.18
Nem.322	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.0001	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.322.SingleWorm.SK.18
Nem.323	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.106	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.323.SingleWorm.SK.18
Nem.324	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.12	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.324.SingleWorm.SK.18
Nem.325	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.106	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.325.SingleWorm.SK.18
Nem.326	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.142	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.326.SingleWorm.SK.18
Nem.327	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.0001	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.327.SingleWorm.SK.18
Nem.328	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.278	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.328.SingleWorm.SK.18
Nem.329	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.0001	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.329.SingleWorm.SK.18
Nem.330	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.118	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.330.SingleWorm.SK.18
Nem.331	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.0001	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.331.SingleWorm.SK.18
Nem.332	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Filenchus	Filenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.126	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.332.SingleWorm.SK.18
Nem.333	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.152	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.333.SingleWorm.SK.18
Nem.334	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.162	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.334.SingleWorm.SK.18
Nem.335	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.0001	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.335.SingleWorm.SK.18
Nem.336	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.1	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.336.SingleWorm.SK.18
Nem.337	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.132	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.337.SingleWorm.SK.18
Nem.338	Yes	Yes	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Tylencholaimoidea	Tylencholaimidae	Tylencholaiminae	Tylencholaimus	Tylencholaimus sp.	Fungivores	4	included	Good	SingleWorm	Microbiome	True.Sample	SK.18	Chaparral	0.154	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	Nem.338.SingleWorm.SK.18
