Sample	MorpV	Sanger	Phylum	Class	Subclass	Order	Suborder	Infraorder	Superfamily	Family	Subfamily	Genus	Species	Feeding.Group	cp.value	SSU.nema.data	SSU.nema.qual	Sample.Type	Experiment	Sample.Control	Sample.Site	Habitat	QubitConc	Latitude	Longitude	Elevation	pH	N	P	K	OM	OC	Sand	Silt	Clay	BD	Soil.Type	Description		
Nem.561	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Cervidellus	Cervidellus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.15	Native.grass	1.8300	33.622317	-117.01915	1838	6.70	5.17	13.00	114.00	1.59	0.92	69.00	19.00	12.00	1.27	Compact.Soil	SK.15.Native.grass3		
Nem.562	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Cervidellus	Cervidellus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.15	Native.grass	2.9800	33.622317	-117.01915	1838	6.70	5.17	13.00	114.00	1.59	0.92	69.00	19.00	12.00	1.27	Compact.Soil	SK.15.Native.grass3		
Nem.563	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.15	Native.grass	0.1800	33.622317	-117.01915	1838	6.70	5.17	13.00	114.00	1.59	0.92	69.00	19.00	12.00	1.27	Compact.Soil	SK.15.Native.grass3		
Nem.564	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.15	Native.grass	0.4920	33.622317	-117.01915	1838	6.70	5.17	13.00	114.00	1.59	0.92	69.00	19.00	12.00	1.27	Compact.Soil	SK.15.Native.grass3		
Nem.565	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.15	Native.grass	0.1140	33.622317	-117.01915	1838	6.70	5.17	13.00	114.00	1.59	0.92	69.00	19.00	12.00	1.27	Compact.Soil	SK.15.Native.grass3		
Nem.567	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Actinolaimidae 	Actinolaiminae	Paractinolaimus	Paractinolaimus sp.	Omnivores	4	included	Good	SingleWorm	Microbiome	True.Sample	SK.15	Native.grass	4.7600	33.622317	-117.01915	1838	6.70	5.17	13.00	114.00	1.59	0.92	69.00	19.00	12.00	1.27	Compact.Soil	SK.15.Native.grass3		
Nem.568	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.15	Native.grass	0.2040	33.622317	-117.01915	1838	6.70	5.17	13.00	114.00	1.59	0.92	69.00	19.00	12.00	1.27	Compact.Soil	SK.15.Native.grass3		
Nem.569	Yes	No	Nematoda	Chromadorea	Chromadoria	Tylenchida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.15	Native.grass	2.1400	33.622317	-117.01915	1838	6.70	5.17	13.00	114.00	1.59	0.92	69.00	19.00	12.00	1.27	Compact.Soil	SK.15.Native.grass3		
Nem.570	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.15	Native.grass	0.4500	33.622317	-117.01915	1838	6.70	5.17	13.00	114.00	1.59	0.92	69.00	19.00	12.00	1.27	Compact.Soil	SK.15.Native.grass3		
Nem.1	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	0.4170	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.10	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	6.2000	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.11	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Cervidellus	Cervidellus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	5.5800	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.12	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	7.7700	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.13	Yes	Yes	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	12.4000	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.14	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	3.7500	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.15	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	0.4900	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.16	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	0.0001	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.17	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	10.2000	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.18	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	8.0800	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.19	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	5.4700	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.2	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	6.6900	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.22	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Cervidellus	Cervidellus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	0.5290	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.24	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Mesorhabditis	Mesorhabditis sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	0.4810	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.25	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Mesorhabditis	Mesorhabditis sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	1.1500	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.26	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Nygolaimina	Nygolaimina infraorder	Nygolaimoidea 	Nygolaimidae	Nygolaiminae	Nygolaimus	Nygolaimus sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	9.4000	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.27	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Cervidellus	Cervidellus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	7.7900	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.28	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	0.2700	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.29	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	7.8400	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.3	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Wilsonematinae	Tylocephalus	Tylocephalus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	13.2000	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.30	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	0.3430	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.4	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Monhysterida	Monhysterina	Monhysterina infraorder	Monhysteroidea	Monhysteridae	Monhysterinae	Monhystera	Monhystera sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	8.1700	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.5	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	0.1970	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.6	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	8.3200	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.7	Yes	No	Nematoda	Chromadorea	Chromadoria	Tylenchida	Tylenchina	Tylenchomorpha	Tylenchoidea	Meloidogynidae	Meloidogyninae	Meloidogyne	Meloidogyne sp.	Herbivores	P-p3	included	Medium	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	0.3660	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.8	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	9.3000	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.9	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Mesorhabditis	Mesorhabditis sp.	Bacterivores 	1	included	Medium	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	2.9900	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.Chaparral1		
Nem.509	Yes	Yes	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Tylencholaimoidea	Tylencholaimidae	Tylencholaiminae	Tylencholaimus	Tylencholaimus sp.	Fungivores	4	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	9.3800	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
Nem.510	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	6.3800	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
Nem.511	Yes	No	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	4.1600	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
Nem.513	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	6.1600	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
Nem.514	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Mesorhabditis	Mesorhabditis sp.	Bacterivores 	1	included	Medium	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.1200	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
Nem.515	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Mesorhabditis	Mesorhabditis sp.	Bacterivores 	1	included	Medium	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.1880	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
Nem.516	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	3.5200	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
Nem.517	Yes	No	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	5.1800	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
Nem.518	Yes	No	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	3.9600	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
Nem.519	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Mesorhabditis	Mesorhabditis sp.	Bacterivores 	1	included	Medium	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.2760	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
Nem.520	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	2.2200	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
Nem.521	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	3.9400	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
Nem.522	Yes	Yes	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	5.1200	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
Nem.523	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	4.6800	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
Nem.524	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Mesorhabditis	Mesorhabditis sp.	Bacterivores 	1	included	Medium	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.3340	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
Nem.525	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Dolichodoridae	Merliniinae	Amplimerlinius	Amplimerlinius sp.	Herbivores	P-p3	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.2380	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
Nem.526	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.2320	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
Nem.527	Yes	No	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	4.3200	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
Nem.528	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.3120	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
Nem.529	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	3.9400	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
Nem.530	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.7660	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
Nem.531	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	5.1800	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
Nem.532	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Cervidellus	Cervidellus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	5.3000	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
Nem.533	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	0.2640	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
Nem.534	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.17	Chaparral	5.7200	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.Chaparral2		
